nohup: 忽略输入
gpu id:0 gpu memory:3797 MiB | gpu power:61 W | monitoring:          |
gpu id:0 gpu memory:3797 MiB | gpu power:194 W | monitoring: >>       |
gpu id:0 gpu memory:3797 MiB | gpu power:194 W | monitoring: >>>      |
gpu id:0 gpu memory:3797 MiB | gpu power:204 W | monitoring: >>>>     |
gpu id:0 gpu memory:3797 MiB | gpu power:200 W | monitoring:          |
gpu id:0 gpu memory:3797 MiB | gpu power:60 W | monitoring: >        |
gpu id:0 gpu memory:3797 MiB | gpu power:192 W | monitoring: >>       |
gpu id:0 gpu memory:3797 MiB | gpu power:201 W | monitoring: >>>      |
gpu id:0 gpu memory:3797 MiB | gpu power:200 W | monitoring: >>>>     |
gpu id:0 gpu memory:3797 MiB | gpu power:63 W | monitoring:          |
gpu id:0 gpu memory:3797 MiB | gpu power:178 W | monitoring: >        |
gpu id:0 gpu memory:3797 MiB | gpu power:199 W | monitoring: >>       |
gpu id:0 gpu memory:3797 MiB | gpu power:198 W | monitoring: >>>      |
gpu id:0 gpu memory:3797 MiB | gpu power:199 W | monitoring: >>>>     |
gpu id:0 gpu memory:3797 MiB | gpu power:60 W | monitoring:          |
gpu id:0 gpu memory:3797 MiB | gpu power:200 W | monitoring: >        |
gpu id:0 gpu memory:3797 MiB | gpu power:203 W | monitoring: >>       |
gpu id:0 gpu memory:3797 MiB | gpu power:206 W | monitoring: >>>      |
gpu id:0 gpu memory:3797 MiB | gpu power:161 W | monitoring: >>>>     |
gpu id:0 gpu memory:3797 MiB | gpu power:192 W | monitoring:          |
gpu id:0 gpu memory:3797 MiB | gpu power:205 W | monitoring: >        |
gpu id:0 gpu memory:3797 MiB | gpu power:200 W | monitoring: >>       |
gpu id:0 gpu memory:3797 MiB | gpu power:62 W | monitoring: >>>      |
gpu id:0 gpu memory:3797 MiB | gpu power:202 W | monitoring: >>>>     |
gpu id:0 gpu memory:3797 MiB | gpu power:193 W | monitoring:          |
gpu id:0 gpu memory:3797 MiB | gpu power:200 W | monitoring: >        |
gpu id:0 gpu memory:3797 MiB | gpu power:206 W | monitoring: >>       |
gpu id:0 gpu memory:3797 MiB | gpu power:82 W | monitoring: >>>      |
gpu id:0 gpu memory:3797 MiB | gpu power:194 W | monitoring: >>>>     |
gpu id:0 gpu memory:3797 MiB | gpu power:202 W | monitoring:          |
gpu id:0 gpu memory:3797 MiB | gpu power:201 W | monitoring: >        |
gpu id:0 gpu memory:3797 MiB | gpu power:62 W | monitoring: >>       |
gpu id:0 gpu memory:3797 MiB | gpu power:208 W | monitoring: >>>      |
gpu id:0 gpu memory:3797 MiB | gpu power:194 W | monitoring: >>>>     |
gpu id:0 gpu memory:3797 MiB | gpu power:206 W | monitoring:          |
gpu id:0 gpu memory:3797 MiB | gpu power:201 W | monitoring: >        |
gpu id:0 gpu memory:3797 MiB | gpu power:61 W | monitoring: >>       |
gpu id:0 gpu memory:3797 MiB | gpu power:197 W | monitoring: >>>      |
gpu id:0 gpu memory:3797 MiB | gpu power:195 W | monitoring: >>>>     |
gpu id:0 gpu memory:3797 MiB | gpu power:199 W | monitoring:          |
gpu id:0 gpu memory:3797 MiB | gpu power:61 W | monitoring: >        |
gpu id:0 gpu memory:3797 MiB | gpu power:202 W | monitoring: >>       |
gpu id:0 gpu memory:3797 MiB | gpu power:190 W | monitoring: >>>      |
gpu id:0 gpu memory:3797 MiB | gpu power:203 W | monitoring: >>>>     |
gpu id:0 gpu memory:3797 MiB | gpu power:202 W | monitoring:          |
gpu id:0 gpu memory:3797 MiB | gpu power:61 W | monitoring: >        |
gpu id:0 gpu memory:3797 MiB | gpu power:191 W | monitoring: >>       |
gpu id:0 gpu memory:3797 MiB | gpu power:200 W | monitoring: >>>      |
gpu id:0 gpu memory:3797 MiB | gpu power:206 W | monitoring: >>>>     |
gpu id:0 gpu memory:3797 MiB | gpu power:114 W | monitoring:          |
gpu id:0 gpu memory:3797 MiB | gpu power:192 W | monitoring: >        |
gpu id:0 gpu memory:3797 MiB | gpu power:191 W | monitoring: >>       |
gpu id:0 gpu memory:3797 MiB | gpu power:198 W | monitoring: >>>      |
gpu id:0 gpu memory:3797 MiB | gpu power:74 W | monitoring: >>>>     |
gpu id:0 gpu memory:3797 MiB | gpu power:84 W | monitoring:          |
gpu id:0 gpu memory:3797 MiB | gpu power:200 W | monitoring: >        |
gpu id:0 gpu memory:3797 MiB | gpu power:207 W | monitoring: >>       |
gpu id:0 gpu memory:3797 MiB | gpu power:203 W | monitoring: >>>      |
gpu id:0 gpu memory:3797 MiB | gpu power:60 W | monitoring: >>>>     |
gpu id:0 gpu memory:3797 MiB | gpu power:197 W | monitoring:          |
gpu id:0 gpu memory:3797 MiB | gpu power:197 W | monitoring: >        |
gpu id:0 gpu memory:3797 MiB | gpu power:193 W | monitoring: >>       |
gpu id:0 gpu memory:3797 MiB | gpu power:61 W | monitoring: >>>      |
gpu id:0 gpu memory:3797 MiB | gpu power:195 W | monitoring: >>>>     |
gpu id:0 gpu memory:3797 MiB | gpu power:190 W | monitoring:          |
gpu id:0 gpu memory:3797 MiB | gpu power:209 W | monitoring: >        |
gpu id:0 gpu memory:3797 MiB | gpu power:203 W | monitoring: >>       |
gpu id:0 gpu memory:3797 MiB | gpu power:62 W | monitoring: >>>      |
gpu id:0 gpu memory:3797 MiB | gpu power:199 W | monitoring: >>>>     |
gpu id:0 gpu memory:3797 MiB | gpu power:200 W | monitoring:          |
gpu id:0 gpu memory:3797 MiB | gpu power:199 W | monitoring: >        |
gpu id:0 gpu memory:3797 MiB | gpu power:61 W | monitoring: >>       |
gpu id:0 gpu memory:3797 MiB | gpu power:200 W | monitoring: >>>      |
gpu id:0 gpu memory:3797 MiB | gpu power:193 W | monitoring: >>>>     |
gpu id:0 gpu memory:3797 MiB | gpu power:190 W | monitoring:          |
gpu id:0 gpu memory:3797 MiB | gpu power:68 W | monitoring: >        |
gpu id:0 gpu memory:3797 MiB | gpu power:61 W | monitoring: >>       |
gpu id:0 gpu memory:3797 MiB | gpu power:206 W | monitoring: >>>      |
gpu id:0 gpu memory:3797 MiB | gpu power:202 W | monitoring: >>>>     |
gpu id:0 gpu memory:3797 MiB | gpu power:202 W | monitoring:          |
gpu id:0 gpu memory:3797 MiB | gpu power:61 W | monitoring: >        |
gpu id:0 gpu memory:3797 MiB | gpu power:197 W | monitoring: >>       |
gpu id:0 gpu memory:3797 MiB | gpu power:192 W | monitoring: >>>      |
gpu id:0 gpu memory:3797 MiB | gpu power:207 W | monitoring: >>>>     |
gpu id:0 gpu memory:3797 MiB | gpu power:62 W | monitoring:          |
gpu id:0 gpu memory:3797 MiB | gpu power:192 W | monitoring: >        |
gpu id:0 gpu memory:3797 MiB | gpu power:189 W | monitoring: >>       |
gpu id:0 gpu memory:3797 MiB | gpu power:193 W | monitoring: >>>      |
gpu id:0 gpu memory:3797 MiB | gpu power:204 W | monitoring: >>>>     |
gpu id:0 gpu memory:3797 MiB | gpu power:61 W | monitoring:          |
gpu id:0 gpu memory:3797 MiB | gpu power:201 W | monitoring: >        |
gpu id:0 gpu memory:3797 MiB | gpu power:193 W | monitoring: >>       |
gpu id:0 gpu memory:3797 MiB | gpu power:202 W | monitoring: >>>      |
gpu id:0 gpu memory:3797 MiB | gpu power:62 W | monitoring: >>>>     |
gpu id:0 gpu memory:3797 MiB | gpu power:188 W | monitoring:          |
gpu id:0 gpu memory:3797 MiB | gpu power:196 W | monitoring: >        |
gpu id:0 gpu memory:3797 MiB | gpu power:209 W | monitoring: >>       |
gpu id:0 gpu memory:3797 MiB | gpu power:93 W | monitoring: >>>      |
gpu id:0 gpu memory:3797 MiB | gpu power:61 W | monitoring: >>>>     |
gpu id:0 gpu memory:3797 MiB | gpu power:198 W | monitoring:          |
gpu id:0 gpu memory:3797 MiB | gpu power:198 W | monitoring: >        |
gpu id:0 gpu memory:3797 MiB | gpu power:203 W | monitoring: >>       |
gpu id:0 gpu memory:3797 MiB | gpu power:75 W | monitoring: >>>      |
gpu id:0 gpu memory:3797 MiB | gpu power:194 W | monitoring: >>>>     |
gpu id:0 gpu memory:3797 MiB | gpu power:183 W | monitoring:          |
gpu id:0 gpu memory:3797 MiB | gpu power:195 W | monitoring: >        |
gpu id:0 gpu memory:3797 MiB | gpu power:62 W | monitoring: >>       |
gpu id:0 gpu memory:3797 MiB | gpu power:189 W | monitoring: >>>      |
gpu id:0 gpu memory:3797 MiB | gpu power:205 W | monitoring: >>>>     |
gpu id:0 gpu memory:3797 MiB | gpu power:206 W | monitoring:          |
gpu id:0 gpu memory:3797 MiB | gpu power:207 W | monitoring: >        |
gpu id:0 gpu memory:3797 MiB | gpu power:61 W | monitoring: >>       |
gpu id:0 gpu memory:3797 MiB | gpu power:201 W | monitoring: >>>      |
gpu id:0 gpu memory:3797 MiB | gpu power:198 W | monitoring: >>>>     |
gpu id:0 gpu memory:3797 MiB | gpu power:203 W | monitoring:          |
gpu id:0 gpu memory:3797 MiB | gpu power:62 W | monitoring: >        |
gpu id:0 gpu memory:3797 MiB | gpu power:197 W | monitoring: >>       |
gpu id:0 gpu memory:3797 MiB | gpu power:204 W | monitoring: >>>      |
gpu id:0 gpu memory:3797 MiB | gpu power:207 W | monitoring: >>>>     |
gpu id:0 gpu memory:3797 MiB | gpu power:207 W | monitoring:          |
gpu id:0 gpu memory:3797 MiB | gpu power:61 W | monitoring: >        |
gpu id:0 gpu memory:3797 MiB | gpu power:196 W | monitoring: >>       |
gpu id:0 gpu memory:3797 MiB | gpu power:190 W | monitoring: >>>      |
gpu id:0 gpu memory:3797 MiB | gpu power:204 W | monitoring: >>>>     |
gpu id:0 gpu memory:3797 MiB | gpu power:151 W | monitoring:          |
gpu id:0 gpu memory:3797 MiB | gpu power:196 W | monitoring: >        |
gpu id:0 gpu memory:3797 MiB | gpu power:204 W | monitoring: >>       |
gpu id:0 gpu memory:3797 MiB | gpu power:207 W | monitoring: >>>      |
gpu id:0 gpu memory:3797 MiB | gpu power:62 W | monitoring: >>>>     |
gpu id:0 gpu memory:3797 MiB | gpu power:61 W | monitoring:          |
gpu id:0 gpu memory:3797 MiB | gpu power:196 W | monitoring: >        |
gpu id:0 gpu memory:3797 MiB | gpu power:198 W | monitoring: >>       |
gpu id:0 gpu memory:3797 MiB | gpu power:202 W | monitoring: >>>      |
gpu id:0 gpu memory:3797 MiB | gpu power:61 W | monitoring: >>>>     |
gpu id:0 gpu memory:3797 MiB | gpu power:197 W | monitoring:          |
gpu id:0 gpu memory:3797 MiB | gpu power:191 W | monitoring: >        |
gpu id:0 gpu memory:3797 MiB | gpu power:190 W | monitoring: >>       |
gpu id:0 gpu memory:3797 MiB | gpu power:61 W | monitoring: >>>      |
gpu id:0 gpu memory:3797 MiB | gpu power:193 W | monitoring: >>>>     |
gpu id:0 gpu memory:3797 MiB | gpu power:205 W | monitoring:          |
gpu id:0 gpu memory:3797 MiB | gpu power:199 W | monitoring: >        |
gpu id:0 gpu memory:3797 MiB | gpu power:202 W | monitoring: >>       |
gpu id:0 gpu memory:3797 MiB | gpu power:61 W | monitoring: >>>      |
gpu id:0 gpu memory:3797 MiB | gpu power:202 W | monitoring: >>>>     |
gpu id:0 gpu memory:3797 MiB | gpu power:189 W | monitoring:          |
gpu id:0 gpu memory:3797 MiB | gpu power:196 W | monitoring: >        |
gpu id:0 gpu memory:3797 MiB | gpu power:133 W | monitoring: >>       |
gpu id:0 gpu memory:3797 MiB | gpu power:204 W | monitoring: >>>      |
gpu id:0 gpu memory:3797 MiB | gpu power:199 W | monitoring: >>>>     |
gpu id:0 gpu memory:3797 MiB | gpu power:195 W | monitoring:          |
gpu id:0 gpu memory:3797 MiB | gpu power:199 W | monitoring: >        |
gpu id:0 gpu memory:3797 MiB | gpu power:61 W | monitoring: >>       |
gpu id:0 gpu memory:3797 MiB | gpu power:190 W | monitoring: >>>      |
gpu id:0 gpu memory:3797 MiB | gpu power:198 W | monitoring: >>>>     |
gpu id:0 gpu memory:3797 MiB | gpu power:196 W | monitoring:          |
gpu id:0 gpu memory:3797 MiB | gpu power:61 W | monitoring: >        |
gpu id:0 gpu memory:3797 MiB | gpu power:196 W | monitoring: >>       |
gpu id:0 gpu memory:3797 MiB | gpu power:209 W | monitoring: >>>      |
gpu id:0 gpu memory:3797 MiB | gpu power:206 W | monitoring: >>>>     |
gpu id:0 gpu memory:3797 MiB | gpu power:131 W | monitoring:          |
gpu id:0 gpu memory:3797 MiB | gpu power:60 W | monitoring: >        |
gpu id:0 gpu memory:3797 MiB | gpu power:197 W | monitoring: >>       |
gpu id:0 gpu memory:3797 MiB | gpu power:193 W | monitoring: >>>      |
gpu id:0 gpu memory:3797 MiB | gpu power:201 W | monitoring: >>>>     |
gpu id:0 gpu memory:3797 MiB | gpu power:108 W | monitoring:          |
gpu id:0 gpu memory:3797 MiB | gpu power:198 W | monitoring: >        |
gpu id:0 gpu memory:3797 MiB | gpu power:203 W | monitoring: >>       |
gpu id:0 gpu memory:3797 MiB | gpu power:196 W | monitoring: >>>      |
gpu id:0 gpu memory:3797 MiB | gpu power:62 W | monitoring: >>>>     |
gpu id:0 gpu memory:3797 MiB | gpu power:198 W | monitoring:          |
gpu id:0 gpu memory:3797 MiB | gpu power:195 W | monitoring: >        |
gpu id:0 gpu memory:3797 MiB | gpu power:203 W | monitoring: >>       |
gpu id:0 gpu memory:3797 MiB | gpu power:203 W | monitoring: >>>      |
gpu id:0 gpu memory:3797 MiB | gpu power:61 W | monitoring: >>>>     |
gpu id:0 gpu memory:3797 MiB | gpu power:204 W | monitoring:          |
gpu id:0 gpu memory:3797 MiB | gpu power:188 W | monitoring: >        |
gpu id:0 gpu memory:3797 MiB | gpu power:201 W | monitoring: >>       |
gpu id:0 gpu memory:3797 MiB | gpu power:61 W | monitoring: >>>      |
gpu id:0 gpu memory:3797 MiB | gpu power:199 W | monitoring: >>>>     |
gpu id:0 gpu memory:3797 MiB | gpu power:204 W | monitoring:          |
gpu id:0 gpu memory:3797 MiB | gpu power:189 W | monitoring: >        |
gpu id:0 gpu memory:3797 MiB | gpu power:200 W | monitoring: >>       |
gpu id:0 gpu memory:3797 MiB | gpu power:60 W | monitoring: >>>      |
gpu id:0 gpu memory:3797 MiB | gpu power:196 W | monitoring: >>>>     |
gpu id:0 gpu memory:3797 MiB | gpu power:202 W | monitoring:          |
gpu id:0 gpu memory:3797 MiB | gpu power:199 W | monitoring: >        |
gpu id:0 gpu memory:3797 MiB | gpu power:59 W | monitoring: >>       |
gpu id:0 gpu memory:3797 MiB | gpu power:197 W | monitoring: >>>      |
gpu id:0 gpu memory:3797 MiB | gpu power:194 W | monitoring: >>>>     |
gpu id:0 gpu memory:3797 MiB | gpu power:185 W | monitoring:          |
gpu id:0 gpu memory:3797 MiB | gpu power:62 W | monitoring: >        |
gpu id:0 gpu memory:3797 MiB | gpu power:201 W | monitoring: >>       |
gpu id:0 gpu memory:3797 MiB | gpu power:203 W | monitoring: >>>      |
gpu id:0 gpu memory:3797 MiB | gpu power:197 W | monitoring: >>>>     |
gpu id:0 gpu memory:3797 MiB | gpu power:206 W | monitoring:          |
gpu id:0 gpu memory:3797 MiB | gpu power:60 W | monitoring: >        |
gpu id:0 gpu memory:3797 MiB | gpu power:197 W | monitoring: >>       |
gpu id:0 gpu memory:3797 MiB | gpu power:194 W | monitoring: >>>      |
gpu id:0 gpu memory:3797 MiB | gpu power:202 W | monitoring: >>>>     |
gpu id:0 gpu memory:3797 MiB | gpu power:61 W | monitoring:          |
gpu id:0 gpu memory:3797 MiB | gpu power:199 W | monitoring: >        |
gpu id:0 gpu memory:3797 MiB | gpu power:208 W | monitoring: >>       |
gpu id:0 gpu memory:3797 MiB | gpu power:199 W | monitoring: >>>      |
gpu id:0 gpu memory:3797 MiB | gpu power:205 W | monitoring: >>>>     |
gpu id:0 gpu memory:3797 MiB | gpu power:60 W | monitoring:          |
gpu id:0 gpu memory:3797 MiB | gpu power:198 W | monitoring: >        |
gpu id:0 gpu memory:3797 MiB | gpu power:193 W | monitoring: >>       |
gpu id:0 gpu memory:3797 MiB | gpu power:206 W | monitoring: >>>      |
gpu id:0 gpu memory:3797 MiB | gpu power:168 W | monitoring: >>>>     |
gpu id:0 gpu memory:3797 MiB | gpu power:193 W | monitoring:          |
gpu id:0 gpu memory:3797 MiB | gpu power:190 W | monitoring: >        |
gpu id:0 gpu memory:3797 MiB | gpu power:198 W | monitoring: >>       |
gpu id:0 gpu memory:3797 MiB | gpu power:108 W | monitoring: >>>      |
gpu id:0 gpu memory:3797 MiB | gpu power:60 W | monitoring: >>>>     |
gpu id:0 gpu memory:3797 MiB | gpu power:201 W | monitoring:          |
gpu id:0 gpu memory:3797 MiB | gpu power:206 W | monitoring: >        |
gpu id:0 gpu memory:3797 MiB | gpu power:204 W | monitoring: >>       |
gpu id:0 gpu memory:3797 MiB | gpu power:76 W | monitoring: >>>      |
gpu id:0 gpu memory:3797 MiB | gpu power:191 W | monitoring: >>>>     |
gpu id:0 gpu memory:3797 MiB | gpu power:194 W | monitoring:          |
gpu id:0 gpu memory:3797 MiB | gpu power:202 W | monitoring: >        |
gpu id:0 gpu memory:3797 MiB | gpu power:61 W | monitoring: >>       |
gpu id:0 gpu memory:3797 MiB | gpu power:188 W | monitoring: >>>      |
gpu id:0 gpu memory:3797 MiB | gpu power:195 W | monitoring: >>>>     |
gpu id:0 gpu memory:3797 MiB | gpu power:193 W | monitoring:          |
gpu id:0 gpu memory:3797 MiB | gpu power:197 W | monitoring: >        |
gpu id:0 gpu memory:3797 MiB | gpu power:61 W | monitoring: >>       |
gpu id:0 gpu memory:3797 MiB | gpu power:202 W | monitoring: >>>      |
gpu id:0 gpu memory:3797 MiB | gpu power:192 W | monitoring: >>>>     |
gpu id:0 gpu memory:3797 MiB | gpu power:191 W | monitoring:          |
gpu id:0 gpu memory:3797 MiB | gpu power:61 W | monitoring: >        |
gpu id:0 gpu memory:3797 MiB | gpu power:201 W | monitoring: >>       |
gpu id:0 gpu memory:3797 MiB | gpu power:202 W | monitoring: >>>      |
gpu id:0 gpu memory:3797 MiB | gpu power:185 W | monitoring: >>>>     |
gpu id:0 gpu memory:3797 MiB | gpu power:201 W | monitoring:          |
gpu id:0 gpu memory:3797 MiB | gpu power:60 W | monitoring: >        |
gpu id:0 gpu memory:3797 MiB | gpu power:202 W | monitoring: >>       |
gpu id:0 gpu memory:3797 MiB | gpu power:196 W | monitoring: >>>      |
gpu id:0 gpu memory:3797 MiB | gpu power:199 W | monitoring: >>>>     |
gpu id:0 gpu memory:3797 MiB | gpu power:141 W | monitoring:          |
gpu id:0 gpu memory:3797 MiB | gpu power:204 W | monitoring: >        |
gpu id:0 gpu memory:3797 MiB | gpu power:204 W | monitoring: >>       |
gpu id:0 gpu memory:3797 MiB | gpu power:202 W | monitoring: >>>      |
gpu id:0 gpu memory:3797 MiB | gpu power:62 W | monitoring: >>>>     |
gpu id:0 gpu memory:3797 MiB | gpu power:167 W | monitoring:          |
gpu id:0 gpu memory:3797 MiB | gpu power:189 W | monitoring: >        |
gpu id:0 gpu memory:3797 MiB | gpu power:190 W | monitoring: >>       |
gpu id:0 gpu memory:3797 MiB | gpu power:208 W | monitoring: >>>      |
gpu id:0 gpu memory:3797 MiB | gpu power:61 W | monitoring: >>>>     |
gpu id:0 gpu memory:3797 MiB | gpu power:193 W | monitoring:          |
gpu id:0 gpu memory:3797 MiB | gpu power:208 W | monitoring: >        |
gpu id:0 gpu memory:3797 MiB | gpu power:207 W | monitoring: >>       |
gpu id:0 gpu memory:3797 MiB | gpu power:61 W | monitoring: >>>      |
gpu id:0 gpu memory:3797 MiB | gpu power:200 W | monitoring: >>>>     |
gpu id:0 gpu memory:3797 MiB | gpu power:193 W | monitoring:          |
gpu id:0 gpu memory:3797 MiB | gpu power:193 W | monitoring: >        |
gpu id:0 gpu memory:3797 MiB | gpu power:204 W | monitoring: >>       |
gpu id:0 gpu memory:3797 MiB | gpu power:61 W | monitoring: >>>      |
gpu id:0 gpu memory:3797 MiB | gpu power:192 W | monitoring: >>>>     |
gpu id:0 gpu memory:3797 MiB | gpu power:195 W | monitoring:          |
gpu id:0 gpu memory:3797 MiB | gpu power:203 W | monitoring: >        |
gpu id:0 gpu memory:3797 MiB | gpu power:199 W | monitoring: >>       |
gpu id:0 gpu memory:3797 MiB | gpu power:198 W | monitoring: >>>      |
gpu id:0 gpu memory:3797 MiB | gpu power:200 W | monitoring: >>>>     |
gpu id:0 gpu memory:3797 MiB | gpu power:202 W | monitoring:          |
gpu id:0 gpu memory:3797 MiB | gpu power:63 W | monitoring: >        |
gpu id:0 gpu memory:3797 MiB | gpu power:194 W | monitoring: >>       |
gpu id:0 gpu memory:3797 MiB | gpu power:195 W | monitoring: >>>      |
gpu id:0 gpu memory:3797 MiB | gpu power:183 W | monitoring: >>>>     |
gpu id:0 gpu memory:3797 MiB | gpu power:206 W | monitoring:          |
gpu id:0 gpu memory:3797 MiB | gpu power:132 W | monitoring: >        |
gpu id:0 gpu memory:3797 MiB | gpu power:189 W | monitoring: >>       |
gpu id:0 gpu memory:3797 MiB | gpu power:194 W | monitoring: >>>      |
gpu id:0 gpu memory:3797 MiB | gpu power:198 W | monitoring: >>>>     |
gpu id:0 gpu memory:3797 MiB | gpu power:62 W | monitoring:          |
gpu id:0 gpu memory:3797 MiB | gpu power:190 W | monitoring: >        |
gpu id:0 gpu memory:3797 MiB | gpu power:203 W | monitoring: >>       |
gpu id:0 gpu memory:3797 MiB | gpu power:200 W | monitoring: >>>      |
gpu id:0 gpu memory:3797 MiB | gpu power:204 W | monitoring: >>>>     |
gpu id:0 gpu memory:3797 MiB | gpu power:61 W | monitoring:          |
gpu id:0 gpu memory:3797 MiB | gpu power:198 W | monitoring: >        |
gpu id:0 gpu memory:3797 MiB | gpu power:202 W | monitoring: >>       |
gpu id:0 gpu memory:3797 MiB | gpu power:201 W | monitoring: >>>      |
gpu id:0 gpu memory:3797 MiB | gpu power:61 W | monitoring: >>>>     |
gpu id:0 gpu memory:3797 MiB | gpu power:192 W | monitoring:          |
gpu id:0 gpu memory:3797 MiB | gpu power:210 W | monitoring: >        |
gpu id:0 gpu memory:3797 MiB | gpu power:196 W | monitoring: >>       |
gpu id:0 gpu memory:3797 MiB | gpu power:64 W | monitoring: >>>      |
gpu id:0 gpu memory:3797 MiB | gpu power:60 W | monitoring: >>>>     |
gpu id:0 gpu memory:3797 MiB | gpu power:197 W | monitoring:          |
gpu id:0 gpu memory:3797 MiB | gpu power:190 W | monitoring: >        |
gpu id:0 gpu memory:3797 MiB | gpu power:206 W | monitoring: >>       |
gpu id:0 gpu memory:3797 MiB | gpu power:121 W | monitoring: >>>      |
gpu id:0 gpu memory:3797 MiB | gpu power:196 W | monitoring: >>>>     |
gpu id:0 gpu memory:3797 MiB | gpu power:200 W | monitoring:          |
gpu id:0 gpu memory:3797 MiB | gpu power:196 W | monitoring: >        |
gpu id:0 gpu memory:3797 MiB | gpu power:62 W | monitoring: >>       |
gpu id:0 gpu memory:3797 MiB | gpu power:211 W | monitoring: >>>      |
gpu id:0 gpu memory:3797 MiB | gpu power:201 W | monitoring: >>>>     |
gpu id:0 gpu memory:3797 MiB | gpu power:203 W | monitoring:          |
gpu id:0 gpu memory:3797 MiB | gpu power:204 W | monitoring: >        |
gpu id:0 gpu memory:3797 MiB | gpu power:61 W | monitoring: >>       |
gpu id:0 gpu memory:3797 MiB | gpu power:191 W | monitoring: >>>      |
gpu id:0 gpu memory:3797 MiB | gpu power:200 W | monitoring: >>>>     |
gpu id:0 gpu memory:3797 MiB | gpu power:206 W | monitoring:          |
gpu id:0 gpu memory:3797 MiB | gpu power:61 W | monitoring: >        |
gpu id:0 gpu memory:3797 MiB | gpu power:197 W | monitoring: >>       |
gpu id:0 gpu memory:3797 MiB | gpu power:201 W | monitoring: >>>      |
gpu id:0 gpu memory:3797 MiB | gpu power:202 W | monitoring: >>>>     |
gpu id:0 gpu memory:3797 MiB | gpu power:117 W | monitoring:          |
gpu id:0 gpu memory:3797 MiB | gpu power:61 W | monitoring: >        |
gpu id:0 gpu memory:3797 MiB | gpu power:194 W | monitoring: >>       |
gpu id:0 gpu memory:3797 MiB | gpu power:195 W | monitoring: >>>      |
gpu id:0 gpu memory:3797 MiB | gpu power:207 W | monitoring: >>>>     |
gpu id:0 gpu memory:3797 MiB | gpu power:208 W | monitoring:          |
gpu id:0 gpu memory:3797 MiB | gpu power:192 W | monitoring: >        |
gpu id:0 gpu memory:3797 MiB | gpu power:201 W | monitoring: >>       |
gpu id:0 gpu memory:3797 MiB | gpu power:203 W | monitoring: >>>      |
gpu id:0 gpu memory:3797 MiB | gpu power:62 W | monitoring: >>>>     |
gpu id:0 gpu memory:3797 MiB | gpu power:199 W | monitoring:          |
gpu id:0 gpu memory:3797 MiB | gpu power:200 W | monitoring: >        |
gpu id:0 gpu memory:3797 MiB | gpu power:193 W | monitoring: >>       |
gpu id:0 gpu memory:3797 MiB | gpu power:200 W | monitoring: >>>      |
gpu id:0 gpu memory:3797 MiB | gpu power:62 W | monitoring: >>>>     |
gpu id:0 gpu memory:3797 MiB | gpu power:201 W | monitoring:          |
gpu id:0 gpu memory:3797 MiB | gpu power:192 W | monitoring: >        |
gpu id:0 gpu memory:3797 MiB | gpu power:211 W | monitoring: >>       |
gpu id:0 gpu memory:3797 MiB | gpu power:62 W | monitoring: >>>      |
gpu id:0 gpu memory:3797 MiB | gpu power:199 W | monitoring: >>>>     |
gpu id:0 gpu memory:3797 MiB | gpu power:204 W | monitoring:          |
gpu id:0 gpu memory:3797 MiB | gpu power:200 W | monitoring: >        |
gpu id:0 gpu memory:3797 MiB | gpu power:207 W | monitoring: >>       |
gpu id:0 gpu memory:3797 MiB | gpu power:61 W | monitoring: >>>      |
gpu id:0 gpu memory:3797 MiB | gpu power:197 W | monitoring: >>>>     |
gpu id:0 gpu memory:3797 MiB | gpu power:204 W | monitoring:          |
gpu id:0 gpu memory:3797 MiB | gpu power:205 W | monitoring: >        |
gpu id:0 gpu memory:3797 MiB | gpu power:206 W | monitoring: >>       |
gpu id:0 gpu memory:3797 MiB | gpu power:191 W | monitoring: >>>      |
gpu id:0 gpu memory:3797 MiB | gpu power:196 W | monitoring: >>>>     |
gpu id:0 gpu memory:3797 MiB | gpu power:196 W | monitoring:          |
gpu id:0 gpu memory:3797 MiB | gpu power:63 W | monitoring: >        |
gpu id:0 gpu memory:3797 MiB | gpu power:196 W | monitoring: >>       |
gpu id:0 gpu memory:3797 MiB | gpu power:198 W | monitoring: >>>      |
gpu id:0 gpu memory:3797 MiB | gpu power:195 W | monitoring: >>>>     |
gpu id:0 gpu memory:3797 MiB | gpu power:208 W | monitoring:          |
gpu id:0 gpu memory:3797 MiB | gpu power:61 W | monitoring: >        |
gpu id:0 gpu memory:3797 MiB | gpu power:195 W | monitoring: >>       |
gpu id:0 gpu memory:3797 MiB | gpu power:205 W | monitoring: >>>      |
gpu id:0 gpu memory:3797 MiB | gpu power:198 W | monitoring: >>>>     |
gpu id:0 gpu memory:3797 MiB | gpu power:61 W | monitoring:          |
gpu id:0 gpu memory:3797 MiB | gpu power:189 W | monitoring: >        |
gpu id:0 gpu memory:3797 MiB | gpu power:207 W | monitoring: >>       |
gpu id:0 gpu memory:3797 MiB | gpu power:194 W | monitoring: >>>      |
gpu id:0 gpu memory:3797 MiB | gpu power:205 W | monitoring: >>>>     |
gpu id:0 gpu memory:3797 MiB | gpu power:61 W | monitoring:          |
gpu id:0 gpu memory:3797 MiB | gpu power:195 W | monitoring: >        |
gpu id:0 gpu memory:3797 MiB | gpu power:192 W | monitoring: >>       |
gpu id:0 gpu memory:3797 MiB | gpu power:201 W | monitoring: >>>      |
